CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
'-,'-,'-,'-,90043,SMB Signing Disabled or SMB Signing Not Required,3,3,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Without SMB signing, a device could intercept SMB network packets from an originating computer, alter their contents, and broadcast them to the destination computer. Since, digitally signing the packets enables the recipient of the packets to confirm their point of origination and their authenticity, it is recommended that SMB signing is enabled and required.

Please refer to Microsoft's article 887429 and The Basics of SMB Signing (covering both SMB1 and SMB2)  for information on enabling SMB signing. 

For Windows Server 2008 R2, Windows Server 2012, please refer to Microsoft's article Require SMB Security Signatures for information on enabling SMB signing. For group policies please refer to Microsoft's article Modify Security Policies in Default Domain Controllers Policy

For UNIX systems

To require samba clients running &quot;smbclient&quot; to use packet signing, add the following to the &quot;[global]&quot; section of the Samba configuration file: 

client signing = mandatory

(Without SMB signing, a device could intercept SMB network packets from an originating computer, alter their contents, and broadcast them to the destination computer. Since, digitally signing the packets enables the recipient of the packets to confirm their point of origination and their authenticity, it is recommended that SMB signing is enabled and required.
<P>
https://docs.microsoft.com/en-us/archive/blogs/josebda/the-basics-of-smb-signing-covering-both-smb1-and-smb2
<P>
http://technet.microsoft.com/en-us/library/cc731654
<P>
For UNIX systems<P>

To require samba clients running &quot;smbclient&quot; to use packet signing, add the following to the &quot;[global]&quot; section of the Samba configuration file: <P>

client signing = mandatory
<P>
)","PT,Cloud Agent,All,Windows-PT",No,No,'-,24,"Jan 1, 1999",'-,Windows,HIGH,"High Data Loss,High Lateral Movement,Patch Not Available",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,"Unauthorized users sniffing the network could catch many challenge/response exchanges and replay the whole thing to grab particular session keys, and then authenticate on the Domain Controller.",No,2,143,,"HKLM\System\CurrentControlSet\Services\LanManWorkstation\Parameters requiresecuritysignature = 0
"
'-,'-,'-,'-,105228,Built-in Guest Account Not Renamed at Windows Target System,3,3,Potential,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,Rename the Guest account.(Rename the Guest account.),"PT,Cloud Agent,All,Windows-PT",No,No,'-,24,"Aug 30, 2005",'-,Security Policy,LOW,Patch Not Available,Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,Knowing a valid username allows for substantially easier bruteforcing attacks.,No,2,143,,"Guest
"
'-,'-,'-,'-,105576,EOL/Obsolete Software: Microsoft XML Parser and Microsoft XML Core Services (MSXML) 4.0 Detected,5,5,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,Customers are strongly encouraged to upgrade their development environments to the latest MSXML technology of MSXML 6.0 (Microsoft XML Core Services).(Customers are strongly encouraged to upgrade their development environments to the latest MSXML technology of MSXML 6.0 (Microsoft XML Core Services).),"PT,Cloud Agent,All,Windows-PT",No,No,'-,24,"Jul 18, 2014",'-,Security Policy,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Patch Not Available,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,"Since the vendor no longer providers software updates, this version is most susceptible to security vulnerabilities. Depending on the vulnerability being exploited, an unauthenticated remote attacker could exploit this vulnerability to execute arbitrary code or cause a denial of service on the targeted system.",No,2,143,,"%windir%\SYSWOW64\msxml4.dll  Version is  4.20.9818.0
"
CVE-2019-0820,"A denial of service vulnerability exists when .NET Framework and .NET Core improperly process RegEx strings, aka '.NET Framework and .NET Core Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0980, CVE-2019-0981.",5,7.5,91531,Microsoft .NET Framework and .NET Core Denial of Service Vulnerability May 2019,3,3,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Customers are advised to refer to CVE-2019-0980, CVE-2019-0981, CVE-2019-0820, CVE-2019-0864 for more details pertaining to this vulnerability.(https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0864)","PT,Cloud Agent,All,Windows-PT",No,No,35,24,"May 14, 2019","May 14, 2019",Windows,HIGH,Easy Exploit,Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,An attacker who successfully exploited this vulnerability can cause a denial of service against a .NET application.,Yes,2,143,,"6b8ad509b6a48bcca07e8c413d6ffed8988547cc
2.2.3

Vulnerable Microsoft.NETCore.App version detected
"
CVE-2019-0864,"A denial of service vulnerability exists when .NET Framework improperly handles objects in heap memory, aka '.NET Framework Denial of Service Vulnerability'.",2.1,5.5,91531,Microsoft .NET Framework and .NET Core Denial of Service Vulnerability May 2019,3,3,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Customers are advised to refer to CVE-2019-0980, CVE-2019-0981, CVE-2019-0820, CVE-2019-0864 for more details pertaining to this vulnerability.(https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0864)","PT,Cloud Agent,All,Windows-PT",No,No,30,24,"May 14, 2019","May 14, 2019",Windows,HIGH,Easy Exploit,Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,An attacker who successfully exploited this vulnerability can cause a denial of service against a .NET application.,Yes,2,143,,"6b8ad509b6a48bcca07e8c413d6ffed8988547cc
2.2.3

Vulnerable Microsoft.NETCore.App version detected
"
CVE-2019-0980,"A denial of service vulnerability exists when .NET Framework or .NET Core improperly handle web requests, aka '.Net Framework and .Net Core Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0820, CVE-2019-0981.",5,7.5,91531,Microsoft .NET Framework and .NET Core Denial of Service Vulnerability May 2019,3,3,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Customers are advised to refer to CVE-2019-0980, CVE-2019-0981, CVE-2019-0820, CVE-2019-0864 for more details pertaining to this vulnerability.(https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0864)","PT,Cloud Agent,All,Windows-PT",No,No,35,24,"May 14, 2019","May 14, 2019",Windows,HIGH,Easy Exploit,Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,An attacker who successfully exploited this vulnerability can cause a denial of service against a .NET application.,Yes,2,143,,"6b8ad509b6a48bcca07e8c413d6ffed8988547cc
2.2.3

Vulnerable Microsoft.NETCore.App version detected
"
CVE-2019-0981,"A denial of service vulnerability exists when .NET Framework or .NET Core improperly handle web requests, aka '.Net Framework and .Net Core Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0820, CVE-2019-0980.",5,7.5,91531,Microsoft .NET Framework and .NET Core Denial of Service Vulnerability May 2019,3,3,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Customers are advised to refer to CVE-2019-0980, CVE-2019-0981, CVE-2019-0820, CVE-2019-0864 for more details pertaining to this vulnerability.(https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0864)","PT,Cloud Agent,All,Windows-PT",No,No,35,24,"May 14, 2019","May 14, 2019",Windows,HIGH,Easy Exploit,Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,An attacker who successfully exploited this vulnerability can cause a denial of service against a .NET application.,Yes,2,143,,"6b8ad509b6a48bcca07e8c413d6ffed8988547cc
2.2.3

Vulnerable Microsoft.NETCore.App version detected
"
'-,'-,'-,'-,105171,Windows Explorer Autoplay Not Disabled for Default User,2,2,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Make sure that the value NoDriveTypeAutoRun is defined under this registry key:

HKU\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer(Make sure that the value NoDriveTypeAutoRun is defined under this registry key:
<P>
HKU\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer)","PT,Cloud Agent,All,Windows-PT",No,No,'-,24,"Apr 12, 2005",'-,Security Policy,MEDIUM,"Easy Exploit,Patch Not Available",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,An attacker may be able to run an unauthorized application.,No,2,143,,"%windir%\explorer.exe   found 
HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer NoAutorun is missing. 
HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer NoDriveTypeAutoRun is missing. 
HKU\.DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer NoDriveTypeAutoRun is missing.
"
'-,'-,'-,'-,372294,Windows Service Weak Permissions detected,3,3,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,These User groups should not have any &quot;write&quot; or &quot;modify&quot; permissions for the listed service executables.(These User groups should not have any &quot;write&quot; or &quot;modify&quot; permissions for the listed service executables.<P>),"PT,Cloud Agent,All,Windows-PT",No,No,'-,24,"Dec 13, 2019",'-,Local,MEDIUM,"Active Attacks,Patch Not Available,Zero Day,Privilege Escalation",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,Successful exploitation will lead to privilege escalation.<P>,No,2,143,,"#table cols=""4""
------------------------------------------------------------ _ _ _ 
c:\winsig.company.unitalent\winsig.company.unitalent.exe _ _ _ 
------------------------------------------------------------ _ _ _ 
Everyone access-allowed INHERITED__ACE append__data_execute_standard__write__dac_standard__read_standard__delete_standard__write__owner_read__extended__attributes_read__data_synchronize_write__data_write__extended__attributes_write__attributes_read__attributes_delete__child
"
'-,'-,'-,'-,105170,Microsoft Windows Explorer AutoPlay Not Disabled,2,2,Confirmed,"Mar 3, 2025","Feb 6, 2025",'-,'-,ACTIVE,282629861,ptprt-srv-phcweb.portugal.pt,10.200.1.98,,"Disable autoplay from any disk type by setting the value NoDriveTypeAutoRun to 255 under this registry key:

HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer(Disable autoplay from any disk type by setting the value NoDriveTypeAutoRun to 255 under this registry key:
<P>
HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer)","PT,Cloud Agent,All,Windows-PT",No,No,'-,24,"Apr 12, 2005",'-,Security Policy,MEDIUM,"Easy Exploit,Patch Not Available",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,149,Exploiting this vulnerability can cause malicious applications to be executed unintentionally at escalated privilege.,No,2,143,,"%windir%\explorer.exe   found 
HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer NoDriveTypeAutoRun is missing.
"
