CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
CVE-2024-50218,"In the Linux kernel, the following vulnerability has been resolved:

ocfs2: pass u64 to ocfs2_truncate_inline maybe overflow

Syzbot reported a kernel BUG in ocfs2_truncate_inline.  There are two
reasons for this: first, the parameter value passed is greater than
ocfs2_max_inline_data_with_xattr, second, the start and end parameters of
ocfs2_truncate_inline are ""unsigned int"".

So, we need to add a sanity check for byte_start and byte_len right before
ocfs2_truncate_inline() in ocfs2_remove_inode_range(), if they are greater
than ocfs2_max_inline_data_with_xattr return -EINVAL.",'-,'-,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,'-,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-49868,"In the Linux kernel, the following vulnerability has been resolved:

btrfs: fix a NULL pointer dereference when failed to start a new trasacntion

[BUG]
Syzbot reported a NULL pointer dereference with the following crash:

  FAULT_INJECTION: forcing a failure.
   start_transaction+0x830/0x1670 fs/btrfs/transaction.c:676
   prepare_to_relocate+0x31f/0x4c0 fs/btrfs/relocation.c:3642
   relocate_block_group+0x169/0xd20 fs/btrfs/relocation.c:3678
  ...
  BTRFS info (device loop0): balance: ended with status: -12
  Oops: general protection fault, probably for non-canonical address 0xdffffc00000000cc: 0000 [#1] PREEMPT SMP KASAN NOPTI
  KASAN: null-ptr-deref in range [0x0000000000000660-0x0000000000000667]
  RIP: 0010:btrfs_update_reloc_root+0x362/0xa80 fs/btrfs/relocation.c:926
  Call Trace:
   <TASK>
   commit_fs_roots+0x2ee/0x720 fs/btrfs/transaction.c:1496
   btrfs_commit_transaction+0xfaf/0x3740 fs/btrfs/transaction.c:2430
   del_balance_item fs/btrfs/volumes.c:3678 [inline]
   reset_balance_state+0x25e/0x3c0 fs/btrfs/volumes.c:3742
   btrfs_balance+0xead/0x10c0 fs/btrfs/volumes.c:4574
   btrfs_ioctl_balance+0x493/0x7c0 fs/btrfs/ioctl.c:3673
   vfs_ioctl fs/ioctl.c:51 [inline]
   __do_sys_ioctl fs/ioctl.c:907 [inline]
   __se_sys_ioctl+0xf9/0x170 fs/ioctl.c:893
   do_syscall_x64 arch/x86/entry/common.c:52 [inline]
   do_syscall_64+0xf3/0x230 arch/x86/entry/common.c:83
   entry_SYSCALL_64_after_hwframe+0x77/0x7f

[CAUSE]
The allocation failure happens at the start_transaction() inside
prepare_to_relocate(), and during the error handling we call
unset_reloc_control(), which makes fs_info->balance_ctl to be NULL.

Then we continue the error path cleanup in btrfs_balance() by calling
reset_balance_state() which will call del_balance_item() to fully delete
the balance item in the root tree.

However during the small window between set_reloc_contrl() and
unset_reloc_control(), we can have a subvolume tree update and created a
reloc_root for that subvolume.

Then we go into the final btrfs_commit_transaction() of
del_balance_item(), and into btrfs_update_reloc_root() inside
commit_fs_roots().

That function checks if fs_info->reloc_ctl is in the merge_reloc_tree
stage, but since fs_info->reloc_ctl is NULL, it results a NULL pointer
dereference.

[FIX]
Just add extra check on fs_info->reloc_ctl inside
btrfs_update_reloc_root(), before checking
fs_info->reloc_ctl->merge_reloc_tree.

That DEAD_RELOC_TREE handling is to prevent further modification to the
reloc tree during merge stage, but since there is no reloc_ctl at all,
we do not need to bother that.",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,30,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-47723,"In the Linux kernel, the following vulnerability has been resolved:

jfs: fix out-of-bounds in dbNextAG() and diAlloc()

In dbNextAG() , there is no check for the case where bmp->db_numag is
greater or same than MAXAG due to a polluted image, which causes an
out-of-bounds. Therefore, a bounds check should be added in dbMount().

And in dbNextAG(), a check for the case where agpref is greater than
bmp->db_numag should be added, so an out-of-bounds exception should be
prevented.

Additionally, a check for the case where agno is greater or same than
MAXAG should be added in diAlloc() to prevent out-of-bounds.",'-,7.1,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,35,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-49902,"In the Linux kernel, the following vulnerability has been resolved:

jfs: check if leafidx greater than num leaves per dmap tree

syzbot report a out of bounds in dbSplit, it because dmt_leafidx greater
than num leaves per dmap tree, add a checking for dmt_leafidx in dbFindLeaf.

Shaggy:
Modified sanity check to apply to control pages as well as leaf pages.",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,30,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-49903,"In the Linux kernel, the following vulnerability has been resolved:

jfs: Fix uaf in dbFreeBits

[syzbot reported]
==================================================================
BUG: KASAN: slab-use-after-free in __mutex_lock_common kernel/locking/mutex.c:587 [inline]
BUG: KASAN: slab-use-after-free in __mutex_lock+0xfe/0xd70 kernel/locking/mutex.c:752
Read of size 8 at addr ffff8880229254b0 by task syz-executor357/5216

CPU: 0 UID: 0 PID: 5216 Comm: syz-executor357 Not tainted 6.11.0-rc3-syzkaller-00156-gd7a5aa4b3c00 #0
Hardware name: Google Google Compute Engine/Google Compute Engine, BIOS Google 06/27/2024
Call Trace:
 <TASK>
 __dump_stack lib/dump_stack.c:93 [inline]
 dump_stack_lvl+0x241/0x360 lib/dump_stack.c:119
 print_address_description mm/kasan/report.c:377 [inline]
 print_report+0x169/0x550 mm/kasan/report.c:488
 kasan_report+0x143/0x180 mm/kasan/report.c:601
 __mutex_lock_common kernel/locking/mutex.c:587 [inline]
 __mutex_lock+0xfe/0xd70 kernel/locking/mutex.c:752
 dbFreeBits+0x7ea/0xd90 fs/jfs/jfs_dmap.c:2390
 dbFreeDmap fs/jfs/jfs_dmap.c:2089 [inline]
 dbFree+0x35b/0x680 fs/jfs/jfs_dmap.c:409
 dbDiscardAG+0x8a9/0xa20 fs/jfs/jfs_dmap.c:1650
 jfs_ioc_trim+0x433/0x670 fs/jfs/jfs_discard.c:100
 jfs_ioctl+0x2d0/0x3e0 fs/jfs/ioctl.c:131
 vfs_ioctl fs/ioctl.c:51 [inline]
 __do_sys_ioctl fs/ioctl.c:907 [inline]
 __se_sys_ioctl+0xfc/0x170 fs/ioctl.c:893
 do_syscall_x64 arch/x86/entry/common.c:52 [inline]
 do_syscall_64+0xf3/0x230 arch/x86/entry/common.c:83

Freed by task 5218:
 kasan_save_stack mm/kasan/common.c:47 [inline]
 kasan_save_track+0x3f/0x80 mm/kasan/common.c:68
 kasan_save_free_info+0x40/0x50 mm/kasan/generic.c:579
 poison_slab_object+0xe0/0x150 mm/kasan/common.c:240
 __kasan_slab_free+0x37/0x60 mm/kasan/common.c:256
 kasan_slab_free include/linux/kasan.h:184 [inline]
 slab_free_hook mm/slub.c:2252 [inline]
 slab_free mm/slub.c:4473 [inline]
 kfree+0x149/0x360 mm/slub.c:4594
 dbUnmount+0x11d/0x190 fs/jfs/jfs_dmap.c:278
 jfs_mount_rw+0x4ac/0x6a0 fs/jfs/jfs_mount.c:247
 jfs_remount+0x3d1/0x6b0 fs/jfs/super.c:454
 reconfigure_super+0x445/0x880 fs/super.c:1083
 vfs_cmd_reconfigure fs/fsopen.c:263 [inline]
 vfs_fsconfig_locked fs/fsopen.c:292 [inline]
 __do_sys_fsconfig fs/fsopen.c:473 [inline]
 __se_sys_fsconfig+0xb6e/0xf80 fs/fsopen.c:345
 do_syscall_x64 arch/x86/entry/common.c:52 [inline]
 do_syscall_64+0xf3/0x230 arch/x86/entry/common.c:83
 entry_SYSCALL_64_after_hwframe+0x77/0x7f

[Analysis]
There are two paths (dbUnmount and jfs_ioc_trim) that generate race
condition when accessing bmap, which leads to the occurrence of uaf.

Use the lock s_umount to synchronize them, in order to avoid uaf caused
by race condition.",'-,7,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,35,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-50299,"In the Linux kernel, the following vulnerability has been resolved:

sctp: properly validate chunk size in sctp_sf_ootb()

A size validation fix similar to that in Commit 50619dbf8db7 (""sctp: add
size validation when walking chunks"") is also required in sctp_sf_ootb()
to address a crash reported by syzbot:

  BUG: KMSAN: uninit-value in sctp_sf_ootb+0x7f5/0xce0 net/sctp/sm_statefuns.c:3712
  sctp_sf_ootb+0x7f5/0xce0 net/sctp/sm_statefuns.c:3712
  sctp_do_sm+0x181/0x93d0 net/sctp/sm_sideeffect.c:1166
  sctp_endpoint_bh_rcv+0xc38/0xf90 net/sctp/endpointola.c:407
  sctp_inq_push+0x2ef/0x380 net/sctp/inqueue.c:88
  sctp_rcv+0x3831/0x3b20 net/sctp/input.c:243
  sctp4_rcv+0x42/0x50 net/sctp/protocol.c:1159
  ip_protocol_deliver_rcu+0xb51/0x13d0 net/ipv4/ip_input.c:205
  ip_local_deliver_finish+0x336/0x500 net/ipv4/ip_input.c:233",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,'-,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-50179,"In the Linux kernel, the following vulnerability has been resolved:

ceph: remove the incorrect Fw reference check when dirtying pages

When doing the direct-io reads it will also try to mark pages dirty,
but for the read path it won't hold the Fw caps and there is case
will it get the Fw reference.",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,30,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-50059,"In the Linux kernel, the following vulnerability has been resolved:

ntb: ntb_hw_switchtec: Fix use after free vulnerability in switchtec_ntb_remove due to race condition

In the switchtec_ntb_add function, it can call switchtec_ntb_init_sndev
function, then &sndev->check_link_status_work is bound with
check_link_status_work. switchtec_ntb_link_notification may be called
to start the work.

If we remove the module which will call switchtec_ntb_remove to make
cleanup, it will free sndev through kfree(sndev), while the work
mentioned above will be used. The sequence of operations that may lead
to a UAF bug is as follows:

CPU0                                 CPU1

                        | check_link_status_work
switchtec_ntb_remove    |
kfree(sndev);           |
                        | if (sndev->link_force_down)
                        | // use sndev

Fix it by ensuring that the work is canceled before proceeding with
the cleanup in switchtec_ntb_remove.",'-,7,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,35,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-38588,"In the Linux kernel, the following vulnerability has been resolved:

ftrace: Fix possible use-after-free issue in ftrace_location()

KASAN reports a bug:

  BUG: KASAN: use-after-free in ftrace_location+0x90/0x120
  Read of size 8 at addr ffff888141d40010 by task insmod/424
  CPU: 8 PID: 424 Comm: insmod Tainted: G        W          6.9.0-rc2+
  [...]
  Call Trace:
   <TASK>
   dump_stack_lvl+0x68/0xa0
   print_report+0xcf/0x610
   kasan_report+0xb5/0xe0
   ftrace_location+0x90/0x120
   register_kprobe+0x14b/0xa40
   kprobe_init+0x2d/0xff0 [kprobe_example]
   do_one_initcall+0x8f/0x2d0
   do_init_module+0x13a/0x3c0
   load_module+0x3082/0x33d0
   init_module_from_file+0xd2/0x130
   __x64_sys_finit_module+0x306/0x440
   do_syscall_64+0x68/0x140
   entry_SYSCALL_64_after_hwframe+0x71/0x79

The root cause is that, in lookup_rec(), ftrace record of some address
is being searched in ftrace pages of some module, but those ftrace pages
at the same time is being freed in ftrace_release_mod() as the
corresponding module is being deleted:

           CPU1                       |      CPU2
  register_kprobes() {                | delete_module() {
    check_kprobe_address_safe() {     |
      arch_check_ftrace_location() {  |
        ftrace_location() {           |
          lookup_rec() // USE!        |   ftrace_release_mod() // Free!

To fix this issue:
  1. Hold rcu lock as accessing ftrace pages in ftrace_location_range();
  2. Use ftrace_location_range() instead of lookup_rec() in
     ftrace_location();
  3. Call synchronize_rcu() before freeing any ftrace pages both in
     ftrace_process_locs()/ftrace_release_mod()/ftrace_free_mem().",'-,7.8,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,35,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-50296,"In the Linux kernel, the following vulnerability has been resolved:

net: hns3: fix kernel crash when uninstalling driver

When the driver is uninstalled and the VF is disabled concurrently, a
kernel crash occurs. The reason is that the two actions call function
pci_disable_sriov(). The num_VFs is checked to determine whether to
release the corresponding resources. During the second calling, num_VFs
is not 0 and the resource release function is called. However, the
corresponding resource has been released during the first invoking.
Therefore, the problem occurs:

[15277.839633][T50670] Unable to handle kernel NULL pointer dereference at virtual address 0000000000000020
...
[15278.131557][T50670] Call trace:
[15278.134686][T50670]  klist_put+0x28/0x12c
[15278.138682][T50670]  klist_del+0x14/0x20
[15278.142592][T50670]  device_del+0xbc/0x3c0
[15278.146676][T50670]  pci_remove_bus_device+0x84/0x120
[15278.151714][T50670]  pci_stop_and_remove_bus_device+0x6c/0x80
[15278.157447][T50670]  pci_iov_remove_virtfn+0xb4/0x12c
[15278.162485][T50670]  sriov_disable+0x50/0x11c
[15278.166829][T50670]  pci_disable_sriov+0x24/0x30
[15278.171433][T50670]  hnae3_unregister_ae_algo_prepare+0x60/0x90 [hnae3]
[15278.178039][T50670]  hclge_exit+0x28/0xd0 [hclge]
[15278.182730][T50670]  __se_sys_delete_module.isra.0+0x164/0x230
[15278.188550][T50670]  __arm64_sys_delete_module+0x1c/0x30
[15278.193848][T50670]  invoke_syscall+0x50/0x11c
[15278.198278][T50670]  el0_svc_common.constprop.0+0x158/0x164
[15278.203837][T50670]  do_el0_svc+0x34/0xcc
[15278.207834][T50670]  el0_svc+0x20/0x30

For details, see the following figure.

     rmmod hclge              disable VFs
----------------------------------------------------
hclge_exit()            sriov_numvfs_store()
  ...                     device_lock()
  pci_disable_sriov()     hns3_pci_sriov_configure()
                            pci_disable_sriov()
                              sriov_disable()
    sriov_disable()             if !num_VFs :
      if !num_VFs :               return;
        return;                 sriov_del_vfs()
      sriov_del_vfs()             ...
        ...                       klist_put()
        klist_put()               ...
        ...                     num_VFs = 0;
      num_VFs = 0;        device_unlock();

In this patch, when driver is removing, we get the device_lock()
to protect num_VFs, just like sriov_numvfs_store().",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,'-,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2024-53063,"In the Linux kernel, the following vulnerability has been resolved:

media: dvbdev: prevent the risk of out of memory access

The dvbdev contains a static variable used to store dvb minors.

The behavior of it depends if CONFIG_DVB_DYNAMIC_MINORS is set
or not. When not set, dvb_register_device() won't check for
boundaries, as it will rely that a previous call to
dvb_register_adapter() would already be enforcing it.

On a similar way, dvb_device_open() uses the assumption
that the register functions already did the needed checks.

This can be fragile if some device ends using different
calls. This also generate warnings on static check analysers
like Coverity.

So, add explicit guards to prevent potential risk of OOM issues.",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,'-,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
CVE-2021-47469,"In the Linux kernel, the following vulnerability has been resolved:

spi: Fix deadlock when adding SPI controllers on SPI buses

Currently we have a global spi_add_lock which we take when adding new
devices so that we can check that we're not trying to reuse a chip
select that's already controlled.  This means that if the SPI device is
itself a SPI controller and triggers the instantiation of further SPI
devices we trigger a deadlock as we try to register and instantiate
those devices while in the process of doing so for the parent controller
and hence already holding the global spi_add_lock.  Since we only care
about concurrency within a single SPI bus move the lock to be per
controller, avoiding the deadlock.

This can be easily triggered in the case of spi-mux.",'-,5.5,6021727,Ubuntu Security Notification for Linux kernel Vulnerabilities (USN-7293-1),5,5,Confirmed,"Mar 3, 2025","Feb 27, 2025",'-,'-,ACTIVE,176482162,PTDTC-SV-TOOLS.portugal.pt,"10.1.1.246,10.88.0.246","fe80:0:0:0:250:56ff:feaf:970,fe80:0:0:0:250:56ff:feaf:4a42",Refer to Ubuntu security advisory USN-7293-1 for updates and patch information.(https://ubuntu.com/security/notices/USN-7293-1),"PT,Cloud Agent,All,Linux-PT",No,No,30,4,"Feb 26, 2025","Feb 25, 2025",Ubuntu,CRITICAL,"High Lateral Movement,Public Exploit,CISA Known Exploited Vulnerabilities",Ubuntu Linux 20.04.6,'-,'-,24,"Successful exploitation of this vulnerability could lead to a security breach or affect integrity, availability, and confidentiality.",Yes,2,237,,"#table cols=""3""
Package Installed_Version Required_Version
linux 5.4.0-205-generic 5.4.0-208
"
