CVE,CVE-Description,CVSSv2 Base (nvd),CVSSv3.1 Base (nvd),QID,Title,Severity,KB Severity,Type Detected,Last Detected,First Detected,Protocol,Port,Status,Asset Id,Asset Name,Asset IPV4,Asset IPV6,Solution,Asset Tags,Disabled,Ignored,QVS Score,Detection AGE,Published Date,Patch Released,Category,CVSS Rating Labels,RTI,Operating System,Last Fixed,Last Reopened,Times Detected,Threat,Vuln Patchable,Asset Critical Score,TruRisk Score,Vulnerability Tags,Results
CVE-2015-0204,"The ssl3_get_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote SSL servers to conduct RSA-to-EXPORT_RSA downgrade attacks and facilitate brute-force decryption by offering a weak ephemeral RSA key in a noncompliant role, related to the ""FREAK"" issue.  NOTE: the scope of this CVE is only client code based on OpenSSL, not EXPORT_RSA issues associated with servers or other TLS implementations.",4.3,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,37,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0469,"Unspecified vulnerability in Oracle Java SE 5.0u81, 6u91, 7u76, and 8u40 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to 2D.",10,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,65,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0458,"Unspecified vulnerability in in Oracle Java SE 6u91, 7u76, and 8u40 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Deployment.",7.6,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,35,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0488,"Unspecified vulnerability in Oracle Java SE 5.0u81, 6u91, 7u76, and 8u40, and JRockit R28.3.5, allows remote attackers to affect availability via vectors related to JSSE.",5,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,30,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0477,"Unspecified vulnerability in Oracle Java SE 5.0u81, 6u91, 7u76, and 8u40 allows remote attackers to affect integrity via unknown vectors related to Beans.",4.3,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,30,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0478,"Unspecified vulnerability in Oracle Java SE 5.0u81, 6u91, 7u76, and 8u40, and JRockit R28.3.5, allows remote attackers to affect confidentiality via vectors related to JCE.",4.3,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,30,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0486,Unspecified vulnerability in Oracle Java SE 8u40 allows remote attackers to affect confidentiality via unknown vectors related to Deployment.,5,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,30,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2015-0484,"Unspecified vulnerability in Oracle Java SE 7u76 and 8u40, and Java FX 2.2.76, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors, a different vulnerability than CVE-2015-0492.",6.8,'-,123519,Oracle Java SE Critical Patch Update - April 2015,4,4,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU April 2015 and Oracle Doc ID 1992462.1 to obtain more details.

Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.(The vendor released updates (Java SE JDK and JRE 8 Update 45, Java SE JDK and JRE 7 Update 79, Java SE JDK and JRE 6 Update 95, Java SE JDK and JRE 5.0 Update 85) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=1992462.1
<P>
Updates for Java 5 and Java 6 are no longer available to the public. Oracle offers updates to Java 5 and Java 6 only for customers who have purchased Java support or have Oracle products that require Java 5 and Java 6.)","CH,Cloud Agent,All",No,No,30,7,"Apr 15, 2015","Apr 14, 2015",Local,CRITICAL,"Denial Of Service,Easy Exploit,High Data Loss,High Lateral Movement,Public Exploit,Predicted High Risk,Remote Code Execution",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
"
CVE-2017-10081,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Hotspot). Supported versions that are affected are Java SE: 6u151, 7u141 and 8u131; Java SE Embedded: 8u131. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 4.3 (Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N).",4.3,4.3,370469,Oracle Java SE Critical Patch Update - July 2017,5,5,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU July 2017 and Oracle Doc ID 2271677.1 to obtain more details.

Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.(The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=2271677.1
<P>
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.)","CH,Cloud Agent,All",No,No,30,7,"Jul 19, 2017","Jul 18, 2017",Local,CRITICAL,"Remote Code Execution,Privilege Escalation",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files\Java\jdk1.7.0_80\jre\bin\wsdetect.dll file version is 7.0.800.15
"
CVE-2017-10111,"Vulnerability in the Java SE, Java SE Embedded component of Oracle Java SE (subcomponent: Libraries). The supported version that is affected is Java SE: 8u131; Java SE Embedded: 8u131. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Java SE, Java SE Embedded, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 9.6 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H).",6.8,9.6,370469,Oracle Java SE Critical Patch Update - July 2017,5,5,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU July 2017 and Oracle Doc ID 2271677.1 to obtain more details.

Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.(The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=2271677.1
<P>
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.)","CH,Cloud Agent,All",No,No,65,7,"Jul 19, 2017","Jul 18, 2017",Local,CRITICAL,"Remote Code Execution,Privilege Escalation",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files\Java\jdk1.7.0_80\jre\bin\wsdetect.dll file version is 7.0.800.15
"
CVE-2017-10078,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: Scripting). The supported version that is affected is Java SE: 8u131. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise Java SE. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Java SE accessible data as well as unauthorized access to critical data or complete access to all Java SE accessible data. Note: This vulnerability can be exploited through sandboxed Java Web Start applications and sandboxed Java applets. It can also be exploited by supplying data to APIs in the specified Component without using sandboxed Java Web Start applications or sandboxed Java applets, such as through a web service. CVSS 3.0 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N).",5.5,8.1,370469,Oracle Java SE Critical Patch Update - July 2017,5,5,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU July 2017 and Oracle Doc ID 2271677.1 to obtain more details.

Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.(The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=2271677.1
<P>
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.)","CH,Cloud Agent,All",No,No,35,7,"Jul 19, 2017","Jul 18, 2017",Local,CRITICAL,"Remote Code Execution,Privilege Escalation",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files\Java\jdk1.7.0_80\jre\bin\wsdetect.dll file version is 7.0.800.15
"
CVE-2017-10114,"Vulnerability in the Java SE component of Oracle Java SE (subcomponent: JavaFX). Supported versions that are affected are Java SE: 7u141 and 8u131. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Java SE, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Java SE. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.0 Base Score 8.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H).",5.1,8.3,370469,Oracle Java SE Critical Patch Update - July 2017,5,5,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU July 2017 and Oracle Doc ID 2271677.1 to obtain more details.

Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.(The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=2271677.1
<P>
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.)","CH,Cloud Agent,All",No,No,35,7,"Jul 19, 2017","Jul 18, 2017",Local,CRITICAL,"Remote Code Execution,Privilege Escalation",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files\Java\jdk1.7.0_80\jre\bin\wsdetect.dll file version is 7.0.800.15
"
CVE-2017-10135,"Vulnerability in the Java SE, Java SE Embedded, JRockit component of Oracle Java SE (subcomponent: JCE). Supported versions that are affected are Java SE: 6u151, 7u141 and 8u131; Java SE Embedded: 8u131; JRockit: R28.3.14. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded, JRockit. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Java SE, Java SE Embedded, JRockit accessible data. Note: This vulnerability can be exploited through sandboxed Java Web Start applications and sandboxed Java applets. It can also be exploited by supplying data to APIs in the specified Component without using sandboxed Java Web Start applications or sandboxed Java applets, such as through a web service. CVSS 3.0 Base Score 5.9 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N).",4.3,5.9,370469,Oracle Java SE Critical Patch Update - July 2017,5,5,Confirmed,"Mar 3, 2025","Feb 24, 2025",'-,'-,ACTIVE,147238993,SRVCOPMGT05V.czech.net,10.43.217.205,,"The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 

Refer to vendor advisory Oracle Java SE CPU July 2017 and Oracle Doc ID 2271677.1 to obtain more details.

Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.(The vendor released updates (Java SE JDK and JRE 8 Update 141 or later, Java SE JDK and JRE 7 Update 151, Java SE JDK and JRE 6 Update 161) to resolve these issues. 
<P>
https://support.oracle.com/rs?type=doc&id=2271677.1
<P>
Updates for Java 5, Java 6 and Java 7 are no longer available to the public. Oracle offers updates to Java 5, Java 6 and Java 7 only for customers who have purchased Java support or have Oracle products that require Java 5, Java 6 and Java 7.)","CH,Cloud Agent,All",No,No,30,7,"Jul 19, 2017","Jul 18, 2017",Local,CRITICAL,"Remote Code Execution,Privilege Escalation",Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 7785,'-,'-,44,Exploitation could allow an attacker to take complete control of an affected system.,Yes,2,346,,"C:\Program Files (x86)\Java\jre6\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files (x86)\Java\jdk1.6.0_45\jre\bin\wsdetect.dll file version is 6.0.450.6
C:\Program Files\Java\jdk1.7.0_80\jre\bin\wsdetect.dll file version is 7.0.800.15
"
